frame_index,shape,color_mask,cx,cy,area
822,pentagon,red,1657,734,28945
822,circle,yellow,1777,569,32977
822,pentagon,magenta,1482,862,36480
822,quadrilateral,bright_green,571,631,26728
823,polygon,red,1706,743,24995
823,circle,yellow,1790,593,33001
823,pentagon,magenta,1414,842,36532
823,quadrilateral,bright_green,570,593,26683
824,pentagon,red,1758,752,19201
824,circle,yellow,1815,613,32960
824,pentagon,magenta,1354,815,36283
824,quadrilateral,bright_green,568,555,26824
825,pentagon,red,1805,749,15069
825,circle,yellow,1844,622,28668
825,pentagon,magenta,1296,786,36384
825,quadrilateral,bright_green,566,517,26762
826,polygon,red,1839,733,11325
826,polygon,yellow,1867,623,20307
826,pentagon,magenta,1240,757,36274
826,quadrilateral,bright_green,563,479,26848
827,pentagon,red,1865,723,6692
827,pentagon,yellow,1884,616,12767
827,pentagon,magenta,1185,727,36314
827,quadrilateral,bright_green,561,441,26807
828,quadrilateral,red,1890,703,3788
828,pentagon,yellow,1897,597,7014
828,pentagon,magenta,1131,696,36459
828,quadrilateral,bright_green,558,403,26817
829,quadrilateral,red,1908,672,1629
829,quadrilateral,yellow,1909,579,2050
829,pentagon,magenta,1078,664,36386
829,quadrilateral,bright_green,556,365,26740
830,pentagon,magenta,1029,631,36261
830,quadrilateral,bright_green,553,327,26693
831,pentagon,magenta,986,595,36287
831,quadrilateral,bright_green,551,289,26817
832,pentagon,magenta,948,558,36540
832,quadrilateral,bright_green,548,250,26889
833,pentagon,magenta,918,518,36493
833,quadrilateral,bright_green,546,213,26816
834,pentagon,magenta,898,476,36416
834,quadrilateral,bright_green,543,175,26827
835,pentagon,magenta,877,434,36388
835,quadrilateral,bright_green,541,137,26967
836,pentagon,magenta,850,394,36523
836,quadrilateral,bright_green,537,121,26937
837,pentagon,magenta,818,354,36325
837,quadrilateral,bright_green,529,159,26958
838,pentagon,magenta,783,316,36529
838,quadrilateral,bright_green,520,195,26884
839,pentagon,magenta,735,282,36532
839,quadrilateral,bright_green,511,233,26860
840,pentagon,magenta,682,250,36440
840,quadrilateral,bright_green,494,272,24305
841,quadrilateral,red,1901,253,7347
841,pentagon,magenta,613,238,36350
841,polygon,bright_green,473,316,19895
842,quadrilateral,red,1875,239,18137
842,pentagon,magenta,542,253,36264
842,polygon,bright_green,467,365,16822
843,quadrilateral,red,1847,240,30024
843,pentagon,magenta,485,282,36419
843,polygon,bright_green,474,413,14946
844,quadrilateral,red,1789,243,29920
844,triangle,blue,1901,258,2603
844,pentagon,magenta,440,318,36456
844,polygon,bright_green,480,446,16532
845,quadrilateral,red,1737,255,30035
845,triangle,blue,1883,240,10219
845,pentagon,magenta,404,356,36471
845,polygon,bright_green,474,477,18474
846,quadrilateral,red,1691,274,29988
846,quadrilateral,blue,1867,261,16110
846,pentagon,magenta,370,394,36261
846,polygon,bright_green,467,509,19711
847,quadrilateral,red,1653,297,29985
847,quadrilateral,blue,1847,294,19378
847,pentagon,magenta,346,436,36382
847,polygon,bright_green,458,545,20749
848,quadrilateral,red,1619,324,30009
848,quadrilateral,yellow,1911,148,1460
848,quadrilateral,blue,1827,327,20429
848,pentagon,magenta,328,478,36478
848,polygon,bright_green,450,582,20940
849,quadrilateral,red,1595,353,29992
849,pentagon,yellow,1894,140,8258
849,triangle,blue,1810,361,20883
849,pentagon,magenta,315,521,36540
849,polygon,bright_green,442,619,20913
850,quadrilateral,red,1575,383,29938
850,pentagon,yellow,1875,138,16780
850,triangle,blue,1796,395,20990
850,pentagon,magenta,314,564,36301
850,polygon,bright_green,437,658,19636
851,quadrilateral,red,1553,413,29827
851,circle,yellow,1854,144,25466
851,triangle,blue,1783,429,21029
851,pentagon,magenta,319,608,36455
851,polygon,bright_green,434,699,17618
852,quadrilateral,red,1533,442,29930
852,circle,yellow,1829,150,32091
852,triangle,blue,1770,462,20708
852,pentagon,magenta,326,652,36557
852,polygon,bright_green,429,740,15624
853,quadrilateral,red,1511,472,29942
853,circle,yellow,1790,159,33008
853,triangle,blue,1766,497,21035
853,pentagon,magenta,336,694,36285
853,polygon,bright_green,430,781,13242
854,quadrilateral,red,1491,503,29948
854,circle,yellow,1754,173,32999
854,triangle,blue,1767,531,20906
854,pentagon,magenta,384,725,36472
854,polygon,bright_green,396,839,9873
855,quadrilateral,red,1473,533,29920
855,circle,yellow,1725,192,33017
855,triangle,blue,1767,566,20875
855,pentagon,magenta,460,726,36398
855,polygon,bright_green,371,851,20545
856,quadrilateral,red,1453,563,29981
856,circle,yellow,1701,213,32965
856,triangle,blue,1768,600,20676
856,pentagon,magenta,529,706,36507
856,quadrilateral,bright_green,377,875,26769
857,quadrilateral,red,1433,593,30047
857,circle,yellow,1681,235,32976
857,triangle,blue,1769,635,20957
857,pentagon,magenta,597,686,36508
857,quadrilateral,bright_green,376,849,26626
858,quadrilateral,red,1413,624,29857
858,circle,yellow,1663,258,33005
858,triangle,blue,1769,669,20896
858,pentagon,magenta,666,665,36412
858,quadrilateral,bright_green,377,811,26752
859,quadrilateral,red,1393,654,30052
859,circle,yellow,1647,281,32958
859,triangle,blue,1767,704,20754
859,pentagon,magenta,732,642,36412
859,quadrilateral,bright_green,378,773,26706
860,quadrilateral,red,1375,684,29971
860,circle,yellow,1636,305,33014
860,triangle,blue,1755,738,20788
860,pentagon,magenta,797,618,36382
860,quadrilateral,bright_green,379,735,26772
861,quadrilateral,red,1355,714,29915
861,circle,yellow,1630,329,33025
861,triangle,blue,1728,769,20978
861,pentagon,magenta,860,592,36429
861,quadrilateral,bright_green,380,697,26705
862,quadrilateral,red,1333,744,29984
862,circle,yellow,1624,354,33053
862,triangle,blue,1685,793,20978
862,pentagon,magenta,920,566,36562
862,quadrilateral,bright_green,381,659,26777
863,quadrilateral,red,1311,774,29973
863,circle,yellow,1620,379,33025
863,triangle,blue,1633,812,20798
863,pentagon,magenta,981,538,36494
863,quadrilateral,bright_green,381,621,26802
864,quadrilateral,red,1287,803,30001
864,circle,yellow,1616,403,33027
864,triangle,blue,1578,828,20822
864,pentagon,magenta,1041,510,36339
864,quadrilateral,bright_green,382,583,26716
865,quadrilateral,red,1257,831,29915
865,circle,yellow,1623,428,33016
865,triangle,blue,1521,840,20695
865,pentagon,magenta,1101,483,36424
865,quadrilateral,bright_green,383,545,26677
866,quadrilateral,red,1223,857,30009
866,circle,yellow,1633,452,33023
866,triangle,blue,1461,849,20994
866,pentagon,magenta,1162,456,36443
866,quadrilateral,bright_green,386,507,26807
867,quadrilateral,red,1185,881,29904
867,circle,yellow,1645,476,33043
867,triangle,blue,1401,855,20930
867,pentagon,magenta,1188,437,36248
867,quadrilateral,bright_green,387,469,26750
868,quadrilateral,red,1141,902,29869
868,circle,yellow,1668,497,33018
868,triangle,blue,1340,861,21045
868,pentagon,magenta,1126,449,36316
868,quadrilateral,bright_green,388,431,26839
869,quadrilateral,red,1092,917,30017
869,circle,yellow,1706,509,33000
869,triangle,blue,1279,861,20918
869,pentagon,magenta,1179,418,36496
869,quadrilateral,bright_green,390,393,26815
870,quadrilateral,red,1037,929,30069
870,circle,yellow,1749,509,32990
870,triangle,blue,1218,856,20661
870,pentagon,magenta,1237,388,36388
870,quadrilateral,bright_green,392,355,26768
871,quadrilateral,red,985,941,29967
871,circle,yellow,1785,494,33000
871,triangle,blue,1177,832,20706
871,pentagon,magenta,1295,358,36367
871,quadrilateral,bright_green,393,317,26766
872,quadrilateral,red,929,935,30019
872,circle,yellow,1811,475,32981
872,triangle,blue,1169,798,20810
872,pentagon,magenta,1356,332,36501
872,quadrilateral,bright_green,395,279,26831
873,quadrilateral,red,873,929,30108
873,circle,yellow,1829,453,31997
873,triangle,blue,1173,763,20858
873,pentagon,magenta,1422,308,36337
873,quadrilateral,bright_green,377,287,26843
874,quadrilateral,red,816,921,30109
874,circle,yellow,1842,430,29386
874,triangle,blue,1183,729,20882
874,pentagon,magenta,1495,296,36393
874,quadrilateral,bright_green,371,325,26747
875,quadrilateral,red,763,910,29991
875,circle,yellow,1852,408,26319
875,triangle,blue,1196,695,20883
875,pentagon,magenta,1571,298,36361
875,quadrilateral,bright_green,366,363,26783
876,quadrilateral,red,709,897,30033
876,circle,yellow,1861,385,22920
876,triangle,blue,1216,662,20699
876,pentagon,magenta,1634,324,36392
876,quadrilateral,bright_green,360,401,26822
877,quadrilateral,red,659,882,29949
877,polygon,yellow,1869,362,19360
877,triangle,blue,1236,630,20898
877,pentagon,magenta,1690,354,36407
877,quadrilateral,bright_green,354,437,26751
878,quadrilateral,red,609,866,30022
878,polygon,yellow,1878,337,16028
878,triangle,blue,1259,597,20870
878,pentagon,magenta,1733,390,36325
878,quadrilateral,bright_green,349,475,26898
879,quadrilateral,red,563,848,30017
879,polygon,yellow,1872,307,17613
879,triangle,blue,1285,566,20760
879,pentagon,magenta,1761,432,36461
879,quadrilateral,bright_green,344,513,26657
880,quadrilateral,red,515,830,30036
880,circle,yellow,1865,290,21123
880,triangle,blue,1313,535,20993
880,pentagon,magenta,1782,474,36503
880,quadrilateral,bright_green,338,551,26710
881,quadrilateral,red,467,811,29952
881,circle,yellow,1862,265,22535
881,triangle,blue,1342,504,20680
881,pentagon,magenta,1801,516,36424
881,quadrilateral,bright_green,331,589,26728
882,quadrilateral,red,433,789,29117
882,circle,yellow,1858,241,23975
882,triangle,blue,1370,474,20846
882,pentagon,magenta,1818,559,35844
882,quadrilateral,bright_green,323,627,26746
883,polygon,red,405,782,22415
883,circle,yellow,1853,217,25700
883,triangle,blue,1399,443,20987
883,pentagon,magenta,1818,602,35947
883,quadrilateral,bright_green,316,665,26610
884,polygon,red,383,769,13794
884,circle,yellow,1848,192,27487
884,triangle,blue,1425,411,20882
884,pentagon,magenta,1810,646,36423
884,quadrilateral,bright_green,309,703,26560
885,pentagon,red,354,644,11626
885,circle,yellow,1841,169,29545
885,triangle,blue,1450,380,20821
885,pentagon,magenta,1799,689,36290
885,quadrilateral,bright_green,302,741,26585
886,pentagon,red,334,641,20702
886,circle,yellow,1830,146,31849
886,triangle,blue,1471,347,20979
886,pentagon,magenta,1779,732,36561
886,quadrilateral,bright_green,295,779,26618
887,quadrilateral,red,320,639,29884
887,circle,yellow,1811,124,32996
887,triangle,blue,1488,314,20801
887,pentagon,magenta,1752,772,36352
887,quadrilateral,bright_green,288,817,26624
888,quadrilateral,red,314,608,30076
888,circle,yellow,1788,103,33041
888,triangle,blue,1505,280,20680
888,pentagon,magenta,1717,811,36586
888,quadrilateral,bright_green,282,855,26840
889,quadrilateral,red,311,576,30041
889,circle,yellow,1762,88,31274
889,triangle,blue,1514,246,20765
889,pentagon,magenta,1672,847,36592
889,quadrilateral,bright_green,275,893,26832
890,quadrilateral,red,310,543,30085
890,circle,yellow,1734,76,28556
890,triangle,blue,1517,211,20903
890,pentagon,magenta,1617,878,36503
890,quadrilateral,bright_green,269,883,26640
891,quadrilateral,red,311,511,30015
891,circle,yellow,1703,67,25506
891,triangle,blue,1503,178,20674
891,pentagon,magenta,1549,900,36532
891,quadrilateral,bright_green,265,845,26716
892,quadrilateral,red,311,479,30068
892,circle,yellow,1669,59,22598
892,triangle,blue,1458,155,21044
892,pentagon,magenta,1472,906,36339
892,quadrilateral,bright_green,265,839,26776
893,quadrilateral,red,305,447,30042
893,circle,yellow,1631,53,20144
893,triangle,blue,1410,132,20689
893,pentagon,magenta,1395,909,36326
893,quadrilateral,bright_green,271,877,26713
894,quadrilateral,red,295,415,30084
894,polygon,yellow,1589,48,18415
894,quadrilateral,blue,1361,113,20619
894,pentagon,magenta,1328,886,36394
894,quadrilateral,bright_green,274,865,26815
895,quadrilateral,red,287,383,29999
895,pentagon,yellow,1546,46,17506
895,quadrilateral,blue,1305,100,20296
895,pentagon,magenta,1262,863,36340
895,quadrilateral,bright_green,272,826,26860
896,quadrilateral,red,278,351,30133
896,pentagon,yellow,1502,46,17263
896,quadrilateral,blue,1247,91,19862
896,pentagon,magenta,1200,836,36309
896,quadrilateral,bright_green,270,789,26688
897,quadrilateral,red,266,319,30109
897,pentagon,yellow,1458,46,17283
897,quadrilateral,blue,1189,83,19278
897,pentagon,magenta,1153,802,36514
897,quadrilateral,bright_green,267,749,26744
898,quadrilateral,red,255,287,29966
898,polygon,yellow,1413,46,17520
898,quadrilateral,blue,1128,88,19706
898,pentagon,magenta,1115,764,36477
898,quadrilateral,bright_green,265,711,26694
899,quadrilateral,red,239,256,30027
899,polygon,yellow,1369,47,17776
899,quadrilateral,blue,1066,88,19519
899,pentagon,magenta,1081,724,36439
899,quadrilateral,bright_green,263,673,26662
900,quadrilateral,red,215,227,30072
900,polygon,yellow,1325,47,17991
900,quadrilateral,blue,1005,91,19882
900,pentagon,magenta,1050,684,36632
900,quadrilateral,bright_green,260,635,26677
901,quadrilateral,red,170,221,29996
901,circle,yellow,1295,55,21031
901,quadrilateral,blue,944,95,20068
901,pentagon,magenta,1021,643,36318
901,quadrilateral,bright_green,257,597,26519
902,quadrilateral,red,143,249,30109
902,circle,yellow,1269,65,24920
902,quadrilateral,blue,883,99,20148
902,pentagon,magenta,991,602,36423
902,quadrilateral,bright_green,252,559,26661
903,quadrilateral,red,122,279,30104
903,circle,yellow,1244,76,28444
903,quadrilateral,blue,822,96,19955
903,pentagon,magenta,961,562,36373
903,quadrilateral,bright_green,248,523,26830
904,quadrilateral,red,104,310,29942
904,circle,yellow,1219,89,31373
904,quadrilateral,blue,760,93,19803
904,pentagon,magenta,931,522,36492
904,quadrilateral,bright_green,244,485,26752
905,pentagon,red,90,339,28765
905,circle,yellow,1195,104,33065
905,quadrilateral,blue,699,89,19818
905,pentagon,magenta,901,481,36282
905,quadrilateral,bright_green,240,447,26711
906,quadrilateral,red,75,368,27569
906,circle,yellow,1171,125,32966
906,quadrilateral,blue,639,85,19454
906,pentagon,magenta,871,440,36358
906,quadrilateral,bright_green,236,409,26757
907,polygon,red,67,405,28106
907,circle,yellow,1149,147,32961
907,quadrilateral,blue,578,80,18981
907,pentagon,magenta,838,400,36414
907,quadrilateral,bright_green,232,371,26708
908,polygon,red,64,440,26873
908,circle,yellow,1130,169,33020
908,quadrilateral,blue,516,77,18753
908,pentagon,magenta,797,364,36440
908,quadrilateral,bright_green,228,333,26748
909,quadrilateral,red,64,469,26990
909,circle,yellow,1114,192,33060
909,quadrilateral,blue,455,76,18613
909,pentagon,magenta,732,344,36449
909,quadrilateral,bright_green,224,295,26696
910,quadrilateral,red,62,501,26090
910,circle,yellow,1101,216,33015
910,quadrilateral,blue,393,76,18736
910,pentagon,magenta,671,371,36281
910,quadrilateral,bright_green,223,257,26800
911,quadrilateral,red,62,534,26104
911,circle,yellow,1089,240,33025
911,quadrilateral,blue,333,80,19082
911,pentagon,magenta,611,399,36532
911,quadrilateral,bright_green,222,218,26852
912,quadrilateral,red,64,566,26800
912,circle,yellow,1080,264,33052
912,polygon,blue,310,85,14188
912,pentagon,magenta,557,430,36406
912,quadrilateral,bright_green,221,181,26678
913,quadrilateral,red,68,598,28594
913,circle,yellow,1072,289,32989
913,triangle,blue,337,152,2310
913,quadrilateral,blue,266,45,2721
913,pentagon,magenta,508,464,36395
913,quadrilateral,bright_green,220,143,26771
914,quadrilateral,red,77,629,29963
914,circle,yellow,1067,314,33010
914,quadrilateral,blue,238,208,6469
914,pentagon,magenta,461,500,36543
914,quadrilateral,bright_green,217,127,26761
915,quadrilateral,red,94,660,30041
915,circle,yellow,1065,338,33007
915,quadrilateral,blue,212,243,5396
915,pentagon,magenta,421,537,36586
915,quadrilateral,bright_green,211,165,26753
916,quadrilateral,red,114,690,30061
916,circle,yellow,1065,363,32977
916,quadrilateral,blue,190,278,4245
916,pentagon,blue,190,117,691
916,pentagon,magenta,392,578,36576
916,quadrilateral,bright_green,205,203,26714
917,quadrilateral,red,136,720,30042
917,circle,yellow,1066,388,33054
917,quadrilateral,blue,178,314,3465
917,quadrilateral,blue,178,153,838
917,pentagon,magenta,371,620,36539
917,quadrilateral,bright_green,199,239,26538
918,quadrilateral,red,166,748,30044
918,circle,yellow,1067,413,32980
918,quadrilateral,blue,164,350,2732
918,quadrilateral,blue,166,190,1036
918,pentagon,magenta,358,662,36563
918,quadrilateral,bright_green,192,277,26518
919,quadrilateral,red,203,772,29866
919,circle,yellow,1071,438,33013
919,quadrilateral,blue,154,386,1964
919,quadrilateral,blue,159,227,1215
919,pentagon,magenta,383,703,36676
919,quadrilateral,bright_green,185,315,26562
920,quadrilateral,red,235,756,29994
920,circle,yellow,1081,462,32998
920,quadrilateral,blue,157,264,1397
920,pentagon,magenta,424,740,36601
920,quadrilateral,bright_green,178,353,26606
921,quadrilateral,red,255,726,30035
921,circle,yellow,1091,486,32985
921,quadrilateral,blue,158,301,1592
921,pentagon,magenta,498,752,36419
921,quadrilateral,bright_green,171,391,26638
922,quadrilateral,red,284,698,30014
922,circle,yellow,1109,508,33012
922,quadrilateral,blue,161,337,1813
922,pentagon,magenta,576,752,36617
922,quadrilateral,bright_green,164,429,26592
923,quadrilateral,red,314,671,30052
923,circle,yellow,1145,522,33009
923,quadrilateral,blue,164,373,1901
923,pentagon,magenta,652,744,36529
923,quadrilateral,bright_green,157,467,26641
924,quadrilateral,red,341,642,29846
924,circle,yellow,1189,524,33002
924,triangle,blue,171,410,2126
924,pentagon,magenta,727,732,36409
924,quadrilateral,bright_green,149,505,26633
925,quadrilateral,red,359,611,30110
925,circle,yellow,1227,512,32997
925,quadrilateral,blue,260,571,1076
925,quadrilateral,blue,177,446,2349
925,pentagon,magenta,801,720,36598
925,quadrilateral,bright_green,142,543,26698
926,quadrilateral,red,378,581,29990
926,circle,yellow,1258,494,33067
926,triangle,blue,253,588,2788
926,triangle,blue,184,483,2655
926,pentagon,magenta,873,704,36560
926,quadrilateral,bright_green,135,581,26694
927,quadrilateral,red,395,550,30003
927,circle,yellow,1284,474,33068
927,pentagon,blue,230,580,7919
927,pentagon,magenta,944,686,36526
927,quadrilateral,bright_green,128,619,26731
928,quadrilateral,red,413,519,29995
928,circle,yellow,1307,453,32968
928,pentagon,blue,236,619,10243
928,pentagon,magenta,1013,666,36558
928,quadrilateral,bright_green,121,656,26685
929,quadrilateral,red,429,488,30029
929,circle,yellow,1330,431,33012
929,pentagon,blue,239,656,12116
929,pentagon,magenta,1074,638,36365
929,quadrilateral,bright_green,114,693,26665
930,quadrilateral,red,445,457,30037
930,circle,yellow,1353,410,33014
930,pentagon,blue,243,692,13698
930,pentagon,magenta,1126,606,36571
930,quadrilateral,bright_green,110,731,26622
931,quadrilateral,red,460,427,29973
931,circle,yellow,1366,387,33037
931,quadrilateral,blue,251,729,15657
931,pentagon,magenta,1177,573,36357
931,quadrilateral,bright_green,107,769,26531
932,quadrilateral,red,477,396,29979
932,circle,yellow,1368,362,33071
932,quadrilateral,blue,265,765,18479
932,pentagon,magenta,1222,538,36513
932,quadrilateral,bright_green,103,807,26475
933,quadrilateral,red,494,365,29968
933,circle,yellow,1371,337,32715
933,quadrilateral,blue,293,797,20604
933,pentagon,magenta,1253,498,36381
933,quadrilateral,bright_green,100,844,26154
934,quadrilateral,red,514,335,30013
934,circle,yellow,1376,308,30980
934,triangle,blue,341,818,20707
934,pentagon,magenta,1258,454,36348
934,quadrilateral,bright_green,99,882,25957
935,quadrilateral,red,535,305,30039
935,circle,yellow,1381,276,27583
935,triangle,blue,399,829,20954
935,pentagon,magenta,1274,412,36319
935,quadrilateral,bright_green,110,859,26713
936,quadrilateral,red,557,275,29919
936,polygon,yellow,1379,238,21964
936,triangle,blue,458,829,21026
936,pentagon,magenta,1305,372,36304
936,quadrilateral,bright_green,117,821,26688
937,quadrilateral,red,579,246,30019
937,polygon,yellow,1353,200,17274
937,triangle,blue,518,821,20934
937,pentagon,magenta,1344,335,36248
937,quadrilateral,bright_green,129,783,26618
938,quadrilateral,red,603,216,29938
938,polygon,yellow,1309,186,17730
938,triangle,blue,578,813,20990
938,pentagon,magenta,1389,299,36141
938,quadrilateral,bright_green,141,747,26857
939,quadrilateral,red,625,187,29968
939,circle,yellow,1299,192,29421
939,triangle,blue,635,801,21024
939,pentagon,magenta,1455,276,36264
939,quadrilateral,bright_green,154,709,26624
940,quadrilateral,red,649,158,29944
940,circle,yellow,1276,180,33062
940,triangle,blue,690,785,21043
940,pentagon,magenta,1527,266,36355
940,quadrilateral,bright_green,169,671,26647
941,quadrilateral,red,677,130,29962
941,circle,yellow,1239,166,33011
941,triangle,blue,741,766,20738
941,pentagon,magenta,1604,270,36429
941,quadrilateral,bright_green,184,635,26691
942,quadrilateral,red,709,103,29867
942,circle,yellow,1197,157,32977
942,triangle,blue,789,745,21085
942,pentagon,magenta,1676,287,36321
942,quadrilateral,bright_green,201,599,26731
943,quadrilateral,red,749,92,26528
943,circle,yellow,1154,152,33058
943,triangle,blue,834,721,20906
943,pentagon,magenta,1730,318,36547
943,quadrilateral,bright_green,223,563,26733
944,quadrilateral,red,798,85,24514
944,circle,yellow,1111,148,33023
944,triangle,blue,879,698,20776
944,pentagon,magenta,1774,354,36522
944,quadrilateral,bright_green,244,525,26670
945,quadrilateral,red,835,94,27113
945,circle,yellow,1067,145,32963
945,triangle,blue,909,667,20850
945,pentagon,magenta,1802,394,36582
945,quadrilateral,bright_green,265,489,26639
946,quadrilateral,red,863,110,28879
946,circle,yellow,1025,146,32979
946,triangle,blue,938,637,20899
946,pentagon,magenta,1824,435,35188
946,quadrilateral,bright_green,287,453,26690
947,pentagon,red,873,124,16677
947,circle,yellow,986,158,32985
947,triangle,blue,966,607,21012
947,pentagon,magenta,1831,479,34376
947,quadrilateral,bright_green,309,417,26745
948,pentagon,red,925,68,2263
948,circle,yellow,945,168,32965
948,triangle,blue,991,575,20870
948,pentagon,magenta,1834,521,33347
948,quadrilateral,bright_green,330,381,26643
949,polygon,red,1014,187,12954
949,circle,yellow,905,179,32938
949,triangle,blue,1013,543,20930
949,pentagon,magenta,1837,565,32704
949,quadrilateral,bright_green,353,345,26744
950,pentagon,red,1024,205,28290
950,circle,yellow,867,191,32948
950,triangle,blue,1029,510,20708
950,pentagon,magenta,1836,608,32840
950,quadrilateral,bright_green,380,311,26764
951,quadrilateral,red,1066,223,29999
951,circle,yellow,832,206,33049
951,triangle,blue,1040,476,20685
951,pentagon,magenta,1832,652,33877
951,quadrilateral,bright_green,406,275,26894
952,pentagon,red,1113,240,29234
952,circle,yellow,802,224,33066
952,triangle,blue,1049,442,20700
952,circle,magenta,1816,693,35946
952,quadrilateral,bright_green,433,241,26707
953,pentagon,red,1156,261,29185
953,circle,yellow,777,245,32963
953,triangle,blue,1058,408,20725
953,pentagon,magenta,1779,730,36446
953,quadrilateral,bright_green,459,206,27033
954,quadrilateral,red,1197,284,29493
954,circle,yellow,755,266,32989
954,triangle,blue,1061,374,20782
954,pentagon,magenta,1722,759,36289
954,quadrilateral,bright_green,458,245,26854
955,quadrilateral,red,1237,306,29726
955,circle,yellow,734,288,33039
955,triangle,blue,1064,340,20809
955,pentagon,magenta,1658,783,36351
955,quadrilateral,bright_green,456,283,26962
956,quadrilateral,red,1275,331,29908
956,circle,yellow,717,311,32955
956,triangle,blue,1066,305,20877
956,pentagon,magenta,1584,790,36449
956,quadrilateral,bright_green,454,320,26738
957,quadrilateral,red,1283,353,29933
957,circle,yellow,701,334,32994
957,triangle,blue,1061,271,20958
957,pentagon,magenta,1507,790,36337
957,quadrilateral,bright_green,452,359,26798
958,quadrilateral,red,1317,378,29964
958,circle,yellow,689,358,33012
958,triangle,blue,1056,237,20982
958,pentagon,magenta,1434,778,36516
958,quadrilateral,bright_green,450,396,26927
959,quadrilateral,red,1351,403,29906
959,circle,yellow,678,382,33011
959,triangle,blue,1050,203,20967
959,pentagon,magenta,1370,754,36472
959,quadrilateral,bright_green,448,435,26910
960,quadrilateral,red,1389,428,29958
960,circle,yellow,670,407,33030
960,triangle,blue,1040,169,20987
960,pentagon,magenta,1318,722,36471
960,quadrilateral,bright_green,446,473,26808
961,quadrilateral,red,1430,449,29914
961,circle,yellow,666,431,33002
961,triangle,blue,1008,140,20749
961,pentagon,magenta,1273,686,36455
961,quadrilateral,bright_green,444,511,26735
962,quadrilateral,red,1479,465,29781
962,circle,yellow,664,456,33030
962,triangle,blue,949,135,20866
962,pentagon,magenta,1232,650,36401
962,quadrilateral,bright_green,443,548,26846
963,quadrilateral,red,1533,476,29916
963,circle,yellow,666,481,32986
963,triangle,blue,901,157,21035
963,pentagon,magenta,1192,614,36512
963,quadrilateral,bright_green,444,586,26782
964,quadrilateral,red,1587,485,29958
964,circle,yellow,672,506,33048
964,triangle,blue,867,185,21051
964,pentagon,magenta,1155,576,36618
964,quadrilateral,bright_green,444,625,26740
965,quadrilateral,red,1643,485,29910
965,circle,yellow,681,530,32972
965,triangle,blue,860,219,21084
965,pentagon,magenta,1117,538,36433
965,quadrilateral,bright_green,446,663,26864
966,quadrilateral,red,1699,482,29975
966,circle,yellow,693,554,32969
966,triangle,blue,864,253,21048
966,pentagon,magenta,1079,500,36359
966,quadrilateral,bright_green,446,701,26822
967,quadrilateral,red,1755,478,29935
967,circle,yellow,711,577,32936
967,triangle,blue,871,287,21075
967,pentagon,magenta,1047,461,36240
967,quadrilateral,bright_green,449,739,26783
968,quadrilateral,red,1809,470,29881
968,circle,yellow,733,598,32988
968,quadrilateral,blue,877,313,18335
968,pentagon,magenta,1015,422,36470
968,quadrilateral,bright_green,456,777,26924
969,quadrilateral,red,1855,460,26503
969,circle,yellow,762,617,33010
969,pentagon,blue,870,335,9819
969,pentagon,magenta,984,382,36408
969,quadrilateral,bright_green,463,814,26931
970,quadrilateral,red,1881,448,15636
970,circle,yellow,795,633,32966
970,triangle,blue,852,425,2184
970,pentagon,magenta,952,344,36623
970,quadrilateral,bright_green,470,853,26698
971,quadrilateral,red,1906,434,5207
971,circle,yellow,833,646,32997
971,pentagon,blue,956,444,12759
971,pentagon,magenta,912,306,36359
971,quadrilateral,bright_green,478,877,26855
972,circle,yellow,875,653,32972
972,triangle,blue,982,444,20751
972,pentagon,magenta,862,274,36420
972,quadrilateral,bright_green,487,839,26703
973,circle,yellow,919,656,33013
973,triangle,blue,1016,472,20721
973,pentagon,magenta,798,252,36460
973,quadrilateral,bright_green,494,801,26751
974,circle,yellow,963,659,32975
974,triangle,blue,1054,498,20176
974,pentagon,magenta,727,260,36398
974,quadrilateral,bright_green,502,763,26756
975,circle,yellow,1003,655,32949
975,quadrilateral,blue,1099,519,18079
975,pentagon,magenta,676,292,36380
975,quadrilateral,bright_green,510,725,26782
976,circle,yellow,1042,643,32971
976,pentagon,blue,1147,538,14973
976,pentagon,magenta,625,324,36444
976,quadrilateral,bright_green,520,687,26694
977,circle,yellow,1082,632,33022
977,pentagon,blue,1196,561,12798
977,pentagon,magenta,570,354,36430
977,quadrilateral,bright_green,530,651,26848
978,circle,yellow,1121,620,32954
978,pentagon,blue,1244,589,11619
978,pentagon,magenta,515,384,36526
978,quadrilateral,bright_green,540,613,26821
979,circle,yellow,1154,604,32999
979,pentagon,blue,1287,619,13172
979,pentagon,magenta,460,413,36583
979,quadrilateral,bright_green,552,577,25730
980,circle,yellow,1180,584,32985
980,quadrilateral,blue,1320,638,18827
980,pentagon,magenta,406,444,36563
980,quadrilateral,bright_green,567,540,24868
981,circle,yellow,1198,561,33017
981,triangle,blue,1373,643,20894
981,pentagon,magenta,353,474,36436
981,quadrilateral,bright_green,570,499,26767
982,circle,yellow,1212,538,33045
982,triangle,blue,1425,630,20792
982,pentagon,magenta,304,508,36597
982,quadrilateral,bright_green,581,463,26947
983,circle,yellow,1222,514,33040
983,triangle,blue,1474,611,21089
983,pentagon,magenta,257,540,36521
983,quadrilateral,bright_green,591,425,26874
984,circle,yellow,1229,489,32972
984,triangle,blue,1522,590,20807
984,pentagon,magenta,217,577,36646
984,quadrilateral,bright_green,601,387,26747
